	Vvi.cds
GF06388	GSVIVT01008481001
GF06389	GSVIVT01032598001
GF06390	GSVIVT01033340001
GF06391	GSVIVT01003874001
GF06392	GSVIVT01023488001
GF06393	GSVIVT01003121001
GF06394	GSVIVT01017576001
GF06395	GSVIVT01012594001
GF06396	GSVIVT01013265001
GF06397	GSVIVT01034008001
GF06398	GSVIVT01038283001
GF06399	GSVIVT01036493001
GF06400	GSVIVT01034032001
GF06401	GSVIVT01016410001
GF06402	GSVIVT01009764001
GF06403	GSVIVT01005254001
GF06404	GSVIVT01029373001
GF06405	GSVIVT01003936001
GF06406	GSVIVT01007912001
GF06407	GSVIVT01020783001
GF06408	GSVIVT01010050001
GF06409	GSVIVT01020294001
GF06410	GSVIVT01030683001
GF06411	GSVIVT01037290001
GF06412	GSVIVT01024071001
GF06413	GSVIVT01027416001
GF06414	GSVIVT01004711001
GF06415	GSVIVT01034963001
GF06416	GSVIVT01028743001
GF06417	GSVIVT01024556001
GF06418	GSVIVT01019421001
GF06419	GSVIVT01037037001
GF06420	GSVIVT01009316001
GF06421	GSVIVT01011678001
GF06422	GSVIVT01025959001
GF06423	GSVIVT01038677001
GF06424	GSVIVT01016758001
GF06425	GSVIVT01020573001
GF06426	GSVIVT01003100001
GF06427	GSVIVT01011257001
GF06428	GSVIVT01002020001
GF06429	GSVIVT01007840001
GF06430	GSVIVT01024962001
GF06431	GSVIVT01032222001
GF06432	GSVIVT01036764001
GF06433	GSVIVT01022108001
GF06434	GSVIVT01020576001
GF06435	GSVIVT01022610001
GF06436	GSVIVT01019011001
GF06437	GSVIVT01020759001
GF06438	GSVIVT01015957001
GF06439	GSVIVT01015066001
GF06440	GSVIVT01036688001
GF06441	GSVIVT01007868001
GF06442	GSVIVT01018318001
GF06443	GSVIVT01009858001
GF06444	GSVIVT01031562001
GF06445	GSVIVT01021245001
GF06446	GSVIVT01029340001
GF06447	GSVIVT01035010001
GF06448	GSVIVT01024401001
GF06449	GSVIVT01030619001
GF06450	GSVIVT01018796001
GF06451	GSVIVT01025433001
GF06452	GSVIVT01019666001
GF06453	GSVIVT01015149001
GF06454	GSVIVT01013101001
GF06455	GSVIVT01032306001
GF06456	GSVIVT01001396001
GF06457	GSVIVT01028451001
GF06458	GSVIVT01014195001
GF06459	GSVIVT01026411001
GF06460	GSVIVT01024392001
GF06461	GSVIVT01028462001
GF06462	GSVIVT01032143001
GF06463	GSVIVT01029716001
GF06464	GSVIVT01027788001
GF06465	GSVIVT01022419001
GF06466	GSVIVT01031583001
GF06467	GSVIVT01021169001
GF06468	GSVIVT01026578001
GF06469	GSVIVT01018782001
GF06470	GSVIVT01000954001
GF06471	GSVIVT01038261001
GF06472	GSVIVT01038521001
GF06473	GSVIVT01023065001
GF06474	GSVIVT01029476001
GF06475	GSVIVT01021108001
GF06476	GSVIVT01007346001
GF06477	GSVIVT01008272001
GF06478	GSVIVT01024082001
GF06479	GSVIVT01020866001
GF06480	GSVIVT01018017001
GF06481	GSVIVT01035847001
GF06482	GSVIVT01011469001
GF06483	GSVIVT01026905001
GF06484	GSVIVT01034694001
GF06485	GSVIVT01003995001
GF06486	GSVIVT01037602001
GF06487	GSVIVT01008118001
GF06488	GSVIVT01031464001
GF06489	GSVIVT01034095001
GF06490	GSVIVT01035184001
GF06491	GSVIVT01038260001
GF06492	GSVIVT01010835001
GF06493	GSVIVT01022482001
GF06494	GSVIVT01003116001
GF06495	GSVIVT01010513001
GF06496	GSVIVT01032367001
GF06497	GSVIVT01001148001
GF06498	GSVIVT01023424001
GF06499	GSVIVT01027612001
GF06500	GSVIVT01027088001
GF06501	GSVIVT01027911001
GF06502	GSVIVT01009772001
GF06503	GSVIVT01035424001
GF06504	GSVIVT01023965001
GF06505	GSVIVT01010459001
GF06506	GSVIVT01022088001
GF06507	GSVIVT01032368001
GF06508	GSVIVT01026959001
GF06509	GSVIVT01026980001
GF06510	GSVIVT01012630001
GF06511	GSVIVT01008195001
GF06512	GSVIVT01017884001
GF06513	GSVIVT01012655001
GF06514	GSVIVT01028814001
GF06515	GSVIVT01016185001
GF06516	GSVIVT01020809001
GF06517	GSVIVT01002409001
GF06518	GSVIVT01033311001
GF06519	GSVIVT01025741001
GF06520	GSVIVT01037612001
GF06521	GSVIVT01024094001
GF06522	GSVIVT01035427001
GF06523	GSVIVT01001771001
GF06524	GSVIVT01008643001
GF06525	GSVIVT01017341001
GF06526	GSVIVT01018571001
GF06527	GSVIVT01005614001
GF06528	GSVIVT01026403001
GF06529	GSVIVT01036980001
GF06530	GSVIVT01001135001
GF06531	GSVIVT01027180001
GF06532	GSVIVT01013096001
GF06533	GSVIVT01025145001
GF06534	GSVIVT01023498001
GF06535	GSVIVT01036479001
GF06536	GSVIVT01007556001
GF06537	GSVIVT01027703001
GF06538	GSVIVT01001405001
GF06539	GSVIVT01012975001
GF06540	GSVIVT01011676001
GF06541	GSVIVT01008591001
GF06542	GSVIVT01014713001
GF06543	GSVIVT01029345001
GF06544	GSVIVT01022499001
GF06545	GSVIVT01016715001
GF06546	GSVIVT01020996001
GF06547	GSVIVT01012918001
GF06548	GSVIVT01012028001
GF06549	GSVIVT01000254001
GF06550	GSVIVT01035038001
GF06551	GSVIVT01003265001
GF06552	GSVIVT01014738001
GF06553	GSVIVT01030873001
GF06554	GSVIVT01036114001
GF06555	GSVIVT01010391001
GF06556	GSVIVT01034467001
GF06557	GSVIVT01013143001
GF06558	GSVIVT01024669001
GF06559	GSVIVT01017116001
GF06560	GSVIVT01038196001
GF06561	GSVIVT01028491001
GF06562	GSVIVT01013489001
GF06563	GSVIVT01035894001
GF06564	GSVIVT01009015001
GF06565	GSVIVT01020968001
GF06566	GSVIVT01022433001
GF06567	GSVIVT01032606001
GF06568	GSVIVT01008871001
GF06569	GSVIVT01016224001
GF06570	GSVIVT01017370001
GF06571	GSVIVT01029733001
GF06572	GSVIVT01023364001
GF06573	GSVIVT01003154001
GF06574	GSVIVT01033232001
GF06575	GSVIVT01036466001
GF06576	GSVIVT01021394001
GF06577	GSVIVT01032408001
GF06578	GSVIVT01027991001
GF06579	GSVIVT01035808001
GF06580	GSVIVT01020367001
GF06581	GSVIVT01017465001
GF06582	GSVIVT01032130001
GF06583	GSVIVT01015643001
GF06584	GSVIVT01012228001
GF06585	GSVIVT01018111001
GF06586	GSVIVT01017488001
GF06587	GSVIVT01019111001
GF06588	GSVIVT01012277001
GF06589	GSVIVT01028489001
GF06590	GSVIVT01035933001
GF06591	GSVIVT01000528001
GF06592	GSVIVT01037340001
GF06593	GSVIVT01014054001
GF06594	GSVIVT01009706001
GF06595	GSVIVT01037182001
GF06596	GSVIVT01014420001
GF06597	GSVIVT01018482001
GF06598	GSVIVT01031844001
GF06599	GSVIVT01032628001
GF06600	GSVIVT01003878001
GF06601	GSVIVT01035555001
GF06602	GSVIVT01017759001
GF06603	GSVIVT01011573001
GF06604	GSVIVT01024997001
GF06605	GSVIVT01027661001
GF06606	GSVIVT01016401001
GF06607	GSVIVT01034273001
GF06608	GSVIVT01030126001
GF06609	GSVIVT01017828001
GF06610	GSVIVT01005639001
GF06611	GSVIVT01025470001
GF06612	GSVIVT01024060001
GF06613	GSVIVT01007216001
GF06614	GSVIVT01033953001
GF06615	GSVIVT01021592001
GF06616	GSVIVT01022389001
GF06617	GSVIVT01023542001
GF06618	GSVIVT01029441001
GF06619	GSVIVT01031262001
GF06620	GSVIVT01017963001
GF06621	GSVIVT01017806001
GF06622	GSVIVT01034393001
GF06623	GSVIVT01032211001
GF06624	GSVIVT01034222001
GF06625	GSVIVT01027076001
GF06626	GSVIVT01012943001
GF06627	GSVIVT01015864001
GF06628	GSVIVT01029984001
GF06629	GSVIVT01037616001
GF06630	GSVIVT01009926001
GF06631	GSVIVT01006145001
GF06632	GSVIVT01025103001
GF06633	GSVIVT01037160001
GF06634	GSVIVT01024169001
GF06635	GSVIVT01026587001
GF06636	GSVIVT01001763001
GF06637	GSVIVT01014069001
GF06638	GSVIVT01015401001
GF06639	GSVIVT01036161001
GF06640	GSVIVT01037530001
GF06641	GSVIVT01034776001
GF06642	GSVIVT01032966001
GF06643	GSVIVT01035726001
GF06644	GSVIVT01029849001
GF06645	GSVIVT01032303001
GF06646	GSVIVT01029046001
GF06647	GSVIVT01031639001
GF06648	GSVIVT01023103001
GF06649	GSVIVT01023247001
GF06650	GSVIVT01032876001
GF06651	GSVIVT01007651001
GF06652	GSVIVT01022142001
GF06653	GSVIVT01038724001
GF06654	GSVIVT01031268001
GF06655	GSVIVT01020564001
GF06656	GSVIVT01033751001
GF06657	GSVIVT01014694001
GF06658	GSVIVT01020461001
GF06659	GSVIVT01023204001
GF06660	GSVIVT01019366001
GF06661	GSVIVT01034133001
GF06662	GSVIVT01025435001
GF06663	GSVIVT01030083001
GF06664	GSVIVT01010464001
GF06665	GSVIVT01001353001
GF06666	GSVIVT01034504001
GF06667	GSVIVT01011802001
GF06668	GSVIVT01009641001
GF06669	GSVIVT01021722001
GF06670	GSVIVT01026958001
GF06671	GSVIVT01006892001
GF06672	GSVIVT01036131001
GF06673	GSVIVT01012037001
GF06674	GSVIVT01029505001
GF06675	GSVIVT01036848001
GF06676	GSVIVT01013960001
GF06677	GSVIVT01025684001
GF06678	GSVIVT01024007001
GF06679	GSVIVT01035148001
GF06680	GSVIVT01024167001
GF06681	GSVIVT01021249001
GF06682	GSVIVT01001305001
GF06683	GSVIVT01015826001
GF06684	GSVIVT01025480001
GF06685	GSVIVT01008943001
GF06686	GSVIVT01032299001
GF06687	GSVIVT01036202001
GF06688	GSVIVT01017995001
GF06689	GSVIVT01037139001
GF06690	GSVIVT01011144001
GF06691	GSVIVT01022666001
GF06692	GSVIVT01008851001
GF06693	GSVIVT01012115001
GF06694	GSVIVT01019015001
GF06695	GSVIVT01030406001
GF06696	GSVIVT01032801001
GF06697	GSVIVT01000260001
GF06698	GSVIVT01016280001
GF06699	GSVIVT01016363001
GF06700	GSVIVT01001887001
GF06701	GSVIVT01009372001
GF06702	GSVIVT01022501001
GF06703	GSVIVT01036872001
GF06704	GSVIVT01015279001
GF06705	GSVIVT01037284001
GF06706	GSVIVT01020538001
GF06707	GSVIVT01021527001
GF06708	GSVIVT01034125001
GF06709	GSVIVT01003752001
GF06710	GSVIVT01038692001
GF06711	GSVIVT01007814001
GF06712	GSVIVT01024077001
GF06713	GSVIVT01002072001
GF06714	GSVIVT01026436001
GF06715	GSVIVT01038673001
GF06716	GSVIVT01026177001
GF06717	GSVIVT01012659001
GF06718	GSVIVT01009000001
GF06719	GSVIVT01024797001
GF06720	GSVIVT01007722001
GF06721	GSVIVT01014549001
GF06722	GSVIVT01000465001
GF06723	GSVIVT01021533001
GF06724	GSVIVT01007595001
GF06725	GSVIVT01019784001
GF06726	GSVIVT01007737001
GF06727	GSVIVT01014601001
GF06728	GSVIVT01006110001
GF06729	GSVIVT01008764001
GF06730	GSVIVT01019497001
GF06731	GSVIVT01028648001
GF06732	GSVIVT01013754001
GF06733	GSVIVT01035453001
GF06734	GSVIVT01007969001
GF06735	GSVIVT01034525001
GF06736	GSVIVT01019085001
GF06737	GSVIVT01007704001
GF06738	GSVIVT01037482001
GF06739	GSVIVT01031222001
GF06740	GSVIVT01035991001
GF06741	GSVIVT01021236001
GF06742	GSVIVT01012158001
GF06743	GSVIVT01036204001
GF06744	GSVIVT01023518001
GF06745	GSVIVT01033693001
GF06746	GSVIVT01001156001
GF06747	GSVIVT01005755001
GF06748	GSVIVT01000037001
GF06749	GSVIVT01001105001
GF06750	GSVIVT01020852001
GF06751	GSVIVT01035787001
GF06752	GSVIVT01036127001
GF06753	GSVIVT01015679001
GF06754	GSVIVT01009861001
GF06755	GSVIVT01008832001
GF06756	GSVIVT01032013001
GF06757	GSVIVT01025851001
GF06758	GSVIVT01025951001
GF06759	GSVIVT01008256001
GF06760	GSVIVT01018062001
GF06761	GSVIVT01038189001
GF06762	GSVIVT01028221001
GF06763	GSVIVT01034934001
GF06764	GSVIVT01038635001
GF06765	GSVIVT01023132001
GF06766	GSVIVT01015557001
GF06767	GSVIVT01034416001
GF06768	GSVIVT01001047001
GF06769	GSVIVT01007980001
GF06770	GSVIVT01022189001
GF06771	GSVIVT01019709001
GF06772	GSVIVT01000675001
GF06773	GSVIVT01016060001
GF06774	GSVIVT01013880001
GF06775	GSVIVT01030110001
GF06776	GSVIVT01027619001
GF06777	GSVIVT01000105001
GF06778	GSVIVT01035939001
GF06779	GSVIVT01009587001
GF06780	GSVIVT01038504001
GF06781	GSVIVT01000042001
GF06782	GSVIVT01004118001
GF06783	GSVIVT01021131001
GF06784	GSVIVT01019526001
GF06785	GSVIVT01007993001
GF06786	GSVIVT01023592001
GF06787	GSVIVT01016965001
GF06788	GSVIVT01016575001
GF06789	GSVIVT01007660001
GF06790	GSVIVT01010478001
GF06791	GSVIVT01037339001
GF06792	GSVIVT01004843001
GF06793	GSVIVT01000443001
GF06794	GSVIVT01029041001
GF06795	GSVIVT01015862001
GF06796	GSVIVT01013067001
GF06797	GSVIVT01007599001
GF06798	GSVIVT01008919001
GF06799	GSVIVT01038102001
GF06800	GSVIVT01036187001
GF06801	GSVIVT01031144001
GF06802	GSVIVT01034702001
GF06803	GSVIVT01001595001
GF06804	GSVIVT01009966001
GF06805	GSVIVT01025999001
GF06806	GSVIVT01025711001
GF06807	GSVIVT01008338001
GF06808	GSVIVT01016848001
GF06809	GSVIVT01009395001
GF06810	GSVIVT01011244001
GF06811	GSVIVT01028426001
GF06812	GSVIVT01005060001
GF06813	GSVIVT01038007001
GF06814	GSVIVT01037890001
GF06815	GSVIVT01033277001
GF06816	GSVIVT01020855001
GF06817	GSVIVT01030207001
GF06818	GSVIVT01008976001
GF06819	GSVIVT01000134001
GF06820	GSVIVT01023423001
GF06821	GSVIVT01008581001
GF06822	GSVIVT01034611001
GF06823	GSVIVT01036056001
GF06824	GSVIVT01015411001
GF06825	GSVIVT01036180001
GF06826	GSVIVT01032094001
GF06827	GSVIVT01036102001
GF06828	GSVIVT01019803001
GF06829	GSVIVT01002234001
GF06830	GSVIVT01027743001
GF06831	GSVIVT01012654001
GF06832	GSVIVT01028583001
GF06833	GSVIVT01020380001
GF06834	GSVIVT01012837001
GF06835	GSVIVT01007202001
GF06836	GSVIVT01037899001
GF06837	GSVIVT01036035001
GF06838	GSVIVT01028119001
GF06839	GSVIVT01013204001
GF06840	GSVIVT01030895001
GF06841	GSVIVT01017203001
GF06842	GSVIVT01021862001
GF06843	GSVIVT01011288001
GF06844	GSVIVT01012865001
GF06845	GSVIVT01017802001
GF06846	GSVIVT01028673001
GF06847	GSVIVT01014099001
GF06848	GSVIVT01022148001
GF06849	GSVIVT01038254001
GF06850	GSVIVT01034135001
GF06851	GSVIVT01032704001
GF06852	GSVIVT01003612001
GF06853	GSVIVT01028754001
GF06854	GSVIVT01006628001
GF06855	GSVIVT01025076001
GF06856	GSVIVT01000026001
GF06857	GSVIVT01001700001
GF06858	GSVIVT01030516001
GF06859	GSVIVT01020851001
GF06860	GSVIVT01038525001
GF06861	GSVIVT01018863001
GF06862	GSVIVT01010819001
GF06863	GSVIVT01004979001
GF06864	GSVIVT01032081001
GF06865	GSVIVT01031941001
GF06866	GSVIVT01011022001
GF06867	GSVIVT01032343001
GF06868	GSVIVT01008057001
GF06869	GSVIVT01038138001
GF06870	GSVIVT01031642001
GF06871	GSVIVT01020552001
GF06872	GSVIVT01036692001
GF06873	GSVIVT01026998001
GF06874	GSVIVT01015609001
GF06875	GSVIVT01034629001
GF06876	GSVIVT01037268001
GF06877	GSVIVT01027998001
GF06878	GSVIVT01022102001
GF06879	GSVIVT01035263001
GF06880	GSVIVT01024347001
GF06881	GSVIVT01027159001
GF06882	GSVIVT01013360001
GF06883	GSVIVT01026921001
GF06884	GSVIVT01027256001
GF06885	GSVIVT01027370001
GF06886	GSVIVT01010443001
GF06887	GSVIVT01037779001
GF06888	GSVIVT01038578001
GF06889	GSVIVT01031569001
GF06890	GSVIVT01027843001
GF06891	GSVIVT01020907001
GF06892	GSVIVT01036107001
GF06893	GSVIVT01035412001
GF06894	GSVIVT01023855001
GF06895	GSVIVT01037722001
GF06896	GSVIVT01036005001
GF06897	GSVIVT01010973001
GF06898	GSVIVT01011181001
GF06899	GSVIVT01037912001
GF06900	GSVIVT01035527001
GF06901	GSVIVT01011024001
GF06902	GSVIVT01031444001
GF06903	GSVIVT01034714001
GF06904	GSVIVT01030976001
GF06905	GSVIVT01013318001
GF06906	GSVIVT01037395001
GF06907	GSVIVT01011997001
GF06908	GSVIVT01034795001
GF06909	GSVIVT01022387001
GF06910	GSVIVT01032413001
GF06911	GSVIVT01012427001
GF06912	GSVIVT01036060001
GF06913	GSVIVT01028468001
GF06914	GSVIVT01025640001
GF06915	GSVIVT01019143001
GF06916	GSVIVT01024550001
GF06917	GSVIVT01009038001
GF06918	GSVIVT01031043001
GF06919	GSVIVT01011460001
GF06920	GSVIVT01027046001
GF06921	GSVIVT01038516001
GF06922	GSVIVT01001409001
GF06923	GSVIVT01036668001
GF06924	GSVIVT01038073001
GF06925	GSVIVT01034256001
GF06926	GSVIVT01012890001
GF06927	GSVIVT01031088001
GF06928	GSVIVT01002054001
GF06929	GSVIVT01026222001
GF06930	GSVIVT01034903001
GF06931	GSVIVT01014289001
GF06932	GSVIVT01018974001
GF06933	GSVIVT01016657001
GF06934	GSVIVT01007544001
GF06935	GSVIVT01018022001
GF06936	GSVIVT01027729001
GF06937	GSVIVT01009841001
GF06938	GSVIVT01023018001
GF06939	GSVIVT01022635001
GF06940	GSVIVT01024443001
GF06941	GSVIVT01012823001
GF06942	GSVIVT01034009001
GF06943	GSVIVT01026155001
GF06944	GSVIVT01030651001
GF06945	GSVIVT01035617001
GF06946	GSVIVT01020458001
GF06947	GSVIVT01020504001
GF06948	GSVIVT01026504001
GF06949	GSVIVT01030107001
GF06950	GSVIVT01030483001
GF06951	GSVIVT01026567001
GF06952	GSVIVT01012705001
GF06953	GSVIVT01023219001
GF06954	GSVIVT01000052001
GF06955	GSVIVT01011077001
GF06956	GSVIVT01008137001
GF06957	GSVIVT01012454001
GF06958	GSVIVT01015469001
GF06959	GSVIVT01001416001
GF06960	GSVIVT01038100001
GF06961	GSVIVT01018700001
GF06962	GSVIVT01017373001
GF06963	GSVIVT01018030001
GF06964	GSVIVT01035136001
GF06965	GSVIVT01028521001
GF06966	GSVIVT01022314001
GF06967	GSVIVT01030432001
GF06968	GSVIVT01027596001
GF06969	GSVIVT01009286001
GF06970	GSVIVT01023547001
GF06971	GSVIVT01024342001
GF06972	GSVIVT01008945001
GF06973	GSVIVT01017521001
GF06974	GSVIVT01004117001
GF06975	GSVIVT01017452001
GF06976	GSVIVT01007696001
GF06977	GSVIVT01012608001
GF06978	GSVIVT01035600001
GF06979	GSVIVT01020421001
GF06980	GSVIVT01026370001
GF06981	GSVIVT01037329001
GF06982	GSVIVT01022653001
GF06983	GSVIVT01010020001
GF06984	GSVIVT01001339001
GF06985	GSVIVT01008052001
GF06986	GSVIVT01031249001
GF06987	GSVIVT01025908001
GF06988	GSVIVT01034473001
GF06989	GSVIVT01013716001
GF06990	GSVIVT01022646001
GF06991	GSVIVT01007973001
GF06992	GSVIVT01011996001
GF06993	GSVIVT01014766001
GF06994	GSVIVT01035869001
GF06995	GSVIVT01037650001
GF06996	GSVIVT01001657001
GF06997	GSVIVT01033696001
GF06998	GSVIVT01023732001
GF06999	GSVIVT01034738001
GF07000	GSVIVT01008449001
GF07001	GSVIVT01014163001
GF07002	GSVIVT01020690001
GF07003	GSVIVT01010412001
GF07004	GSVIVT01032685001
GF07005	GSVIVT01038118001
GF07006	GSVIVT01034142001
GF07007	GSVIVT01018811001
GF07008	GSVIVT01024331001
GF07009	GSVIVT01030738001
GF07010	GSVIVT01034266001
GF07011	GSVIVT01027105001
GF07012	GSVIVT01021302001
GF07013	GSVIVT01007823001
GF07014	GSVIVT01035566001
GF07015	GSVIVT01021471001
GF07016	GSVIVT01025719001
GF07017	GSVIVT01013081001
GF07018	GSVIVT01000863001
GF07019	GSVIVT01036486001
GF07020	GSVIVT01033923001
GF07021	GSVIVT01032212001
GF07022	GSVIVT01029519001
GF07023	GSVIVT01016727001
GF07024	GSVIVT01019304001
GF07025	GSVIVT01026472001
GF07026	GSVIVT01017811001
GF07027	GSVIVT01019718001
GF07028	GSVIVT01028374001
GF07029	GSVIVT01025254001
GF07030	GSVIVT01006226001
GF07031	GSVIVT01028775001
GF07032	GSVIVT01033498001
GF07033	GSVIVT01000003001
GF07034	GSVIVT01021892001
GF07035	GSVIVT01018804001
GF07036	GSVIVT01030415001
GF07037	GSVIVT01002003001
GF07038	GSVIVT01008795001
GF07039	GSVIVT01020107001
GF07040	GSVIVT01004664001
GF07041	GSVIVT01038184001
GF07042	GSVIVT01014691001
GF07043	GSVIVT01037391001
GF07044	GSVIVT01017955001
GF07045	GSVIVT01032609001
GF07046	GSVIVT01000243001
GF07047	GSVIVT01010744001
GF07048	GSVIVT01037658001
GF07049	GSVIVT01019980001
GF07050	GSVIVT01000875001
GF07051	GSVIVT01020838001
GF07052	GSVIVT01018069001
GF07053	GSVIVT01038077001
GF07054	GSVIVT01017986001
GF07055	GSVIVT01009571001
GF07056	GSVIVT01003987001
GF07057	GSVIVT01027121001
GF07058	GSVIVT01025331001
GF07059	GSVIVT01012070001
GF07060	GSVIVT01033597001
GF07061	GSVIVT01032597001
GF07062	GSVIVT01029073001
GF07063	GSVIVT01036406001
GF07064	GSVIVT01009499001
GF07065	GSVIVT01024263001
GF07066	GSVIVT01027152001
GF07067	GSVIVT01033078001
GF07068	GSVIVT01038061001
GF07069	GSVIVT01009333001
GF07070	GSVIVT01032412001
GF07071	GSVIVT01013472001
GF07072	GSVIVT01008345001
GF07073	GSVIVT01004943001
GF07074	GSVIVT01010593001
GF07075	GSVIVT01033699001
GF07076	GSVIVT01014997001
GF07077	GSVIVT01011283001
GF07078	GSVIVT01003098001
GF07079	GSVIVT01034104001
GF07080	GSVIVT01023754001
GF07081	GSVIVT01027006001
GF07082	GSVIVT01023317001
GF07083	GSVIVT01018007001
GF07084	GSVIVT01003028001
GF07085	GSVIVT01026622001
GF07086	GSVIVT01022176001
GF07087	GSVIVT01023630001
GF07088	GSVIVT01012002001
GF07089	GSVIVT01024262001
GF07090	GSVIVT01022536001
GF07091	GSVIVT01036154001
GF07092	GSVIVT01020279001
GF07093	GSVIVT01019077001
GF07094	GSVIVT01021053001
GF07095	GSVIVT01009712001
GF07096	GSVIVT01029230001
GF07097	GSVIVT01023627001
GF07098	GSVIVT01036968001
GF07099	GSVIVT01037696001
GF07100	GSVIVT01029769001
GF07101	GSVIVT01001975001
GF07102	GSVIVT01030286001
GF07103	GSVIVT01017507001
GF07104	GSVIVT01036382001
GF07105	GSVIVT01027787001
GF07106	GSVIVT01008282001
GF07107	GSVIVT01001641001
GF07108	GSVIVT01010716001
GF07109	GSVIVT01026024001
GF07110	GSVIVT01010051001
GF07111	GSVIVT01029940001
GF07112	GSVIVT01030604001
GF07113	GSVIVT01003839001
GF07114	GSVIVT01009916001
GF07115	GSVIVT01023154001
GF07116	GSVIVT01037644001
GF07117	GSVIVT01014509001
GF07118	GSVIVT01022278001
GF07119	GSVIVT01015348001
GF07120	GSVIVT01007650001
GF07121	GSVIVT01003679001
GF07122	GSVIVT01008896001
GF07123	GSVIVT01019063001
GF07124	GSVIVT01013166001
GF07125	GSVIVT01009756001
GF07126	GSVIVT01034686001
GF07127	GSVIVT01025054001
GF07128	GSVIVT01024515001
GF07129	GSVIVT01014850001
GF07130	GSVIVT01015219001
GF07131	GSVIVT01037382001
GF07132	GSVIVT01036004001
GF07133	GSVIVT01013206001
GF07134	GSVIVT01004381001
GF07135	GSVIVT01015216001
GF07136	GSVIVT01011794001
GF07137	GSVIVT01001550001
GF07138	GSVIVT01032882001
GF07139	GSVIVT01025895001
GF07140	GSVIVT01016620001
GF07141	GSVIVT01019296001
GF07142	GSVIVT01030005001
GF07143	GSVIVT01001201001
GF07144	GSVIVT01016213001
GF07145	GSVIVT01018540001
GF07146	GSVIVT01017642001
GF07147	GSVIVT01014015001
GF07148	GSVIVT01008815001
GF07149	GSVIVT01018026001
GF07150	GSVIVT01028992001
GF07151	GSVIVT01038730001
GF07152	GSVIVT01001864001
GF07153	GSVIVT01008017001
GF07154	GSVIVT01033811001
GF07155	GSVIVT01030506001
GF07156	GSVIVT01003939001
GF07157	GSVIVT01008273001
GF07158	GSVIVT01001833001
GF07159	GSVIVT01001590001
GF07160	GSVIVT01033537001
GF07161	GSVIVT01021028001
GF07162	GSVIVT01038121001
GF07163	GSVIVT01014050001
GF07164	GSVIVT01028438001
GF07165	GSVIVT01026201001
GF07166	GSVIVT01029243001
GF07167	GSVIVT01009527001
GF07168	GSVIVT01008548001
GF07169	GSVIVT01034547001
GF07170	GSVIVT01029317001
GF07171	GSVIVT01034668001
GF07172	GSVIVT01012257001
GF07173	GSVIVT01001067001
GF07174	GSVIVT01008981001
GF07175	GSVIVT01019751001
GF07176	GSVIVT01022938001
GF07177	GSVIVT01006447001
GF07178	GSVIVT01012767001
GF07179	GSVIVT01001175001
GF07180	GSVIVT01007790001
GF07181	GSVIVT01018130001
GF07182	GSVIVT01014530001
GF07183	GSVIVT01017476001
GF07184	GSVIVT01015335001
GF07185	GSVIVT01031987001
GF07186	GSVIVT01031141001
GF07187	GSVIVT01028345001
GF07188	GSVIVT01037807001
GF07189	GSVIVT01007633001
GF07190	GSVIVT01025524001
GF07191	GSVIVT01009167001
GF07192	GSVIVT01024999001
GF07193	GSVIVT01025830001
GF07194	GSVIVT01011014001
GF07195	GSVIVT01015827001
GF07196	GSVIVT01034026001
GF07197	GSVIVT01036483001
GF07198	GSVIVT01031402001
GF07199	GSVIVT01032629001
GF07200	GSVIVT01013875001
GF07201	GSVIVT01005192001
GF07202	GSVIVT01021911001
GF07203	GSVIVT01020787001
GF07204	GSVIVT01013463001
GF07205	GSVIVT01035613001
GF07206	GSVIVT01033358001
GF07207	GSVIVT01033961001
GF07208	GSVIVT01024455001
GF07209	GSVIVT01036556001
GF07210	GSVIVT01026474001
GF07211	GSVIVT01038256001
GF07212	GSVIVT01027627001
GF07213	GSVIVT01030015001
GF07214	GSVIVT01019453001
GF07215	GSVIVT01010032001
GF07216	GSVIVT01007577001
GF07217	GSVIVT01016027001
GF07218	GSVIVT01019789001
GF07219	GSVIVT01031555001
GF07220	GSVIVT01024441001
GF07221	GSVIVT01011955001
GF07222	GSVIVT01024339001
GF07223	GSVIVT01020432001
GF07224	GSVIVT01015528001
GF07225	GSVIVT01025500001
GF07226	GSVIVT01031021001
GF07227	GSVIVT01019310001
GF07228	GSVIVT01024182001
GF07229	GSVIVT01023143001
GF07230	GSVIVT01018946001
GF07231	GSVIVT01020865001
GF07232	GSVIVT01029706001
GF07233	GSVIVT01025568001
GF07234	GSVIVT01028479001
GF07235	GSVIVT01001384001
GF07236	GSVIVT01020939001
GF07237	GSVIVT01020984001
GF07238	GSVIVT01010694001
GF07239	GSVIVT01035816001
GF07240	GSVIVT01029413001
GF07241	GSVIVT01007224001
GF07242	GSVIVT01017977001
GF07243	GSVIVT01020129001
GF07244	GSVIVT01019955001
GF07245	GSVIVT01023310001
GF07246	GSVIVT01025315001
GF07247	GSVIVT01028686001
GF07248	GSVIVT01021684001
GF07249	GSVIVT01015851001
GF07250	GSVIVT01001501001
GF07251	GSVIVT01023749001
GF07252	GSVIVT01030259001
GF07253	GSVIVT01004724001
GF07254	GSVIVT01019078001
GF07255	GSVIVT01036526001
GF07256	GSVIVT01028728001
GF07257	GSVIVT01030393001
GF07258	GSVIVT01036572001
GF07259	GSVIVT01005550001
GF07260	GSVIVT01014887001
GF07261	GSVIVT01007040001
