Orthogroup	A. trichopoda	V. vinifera
OG0003102	ATR0598G198.1	GSVIVT01008404001
OG0003103	ATR0787G156.1	GSVIVT01012536001
OG0003104	ATR0315G160.1	GSVIVT01015384001
OG0003105	ATR1120G147.1	GSVIVT01015531001
OG0003106	ATR0661G296.1	GSVIVT01023933001
OG0003107	ATR1125G120.1	GSVIVT01008297001
OG0003108	ATR0665G176.1	GSVIVT01021827001
OG0003109	ATR0829G054.1	GSVIVT01011541001
OG0003110	ATR1125G090.1	GSVIVT01011862001
OG0003111	ATR0796G106.1	GSVIVT01017727001
OG0003112	ATR0800G034.1	GSVIVT01003848001
OG0003113	ATR0820G060.1	GSVIVT01034677001
OG0003114	ATR0665G375.1	GSVIVT01003137001
OG0003115	ATR0618G040.1	GSVIVT01032837001
OG0003116	ATR0564G355.1	GSVIVT01004251001
OG0003117	ATR0705G041.1	GSVIVT01001167001
OG0003118	ATR1152G025.1	GSVIVT01010872001
OG0003119	ATR0757G152.1	GSVIVT01019628001
OG0003120	ATR0559G287.1	GSVIVT01016468001
OG0003121	ATR0081G026.1	GSVIVT01011284001
OG0003122	ATR0598G230.1	GSVIVT01032431001
OG0003123	ATR0680G109.1	GSVIVT01028894001
OG0003124	ATR0626G029.1	GSVIVT01032322001
OG0003125	ATR0743G244.1	GSVIVT01013567001
OG0003126	ATR0598G334.1	GSVIVT01033462001
OG0003127	ATR0736G098.1	GSVIVT01027900001
OG0003128	ATR0693G064.1	GSVIVT01016662001
OG0003129	ATR0789G008.1	GSVIVT01035352001
OG0003130	ATR0564G381.1	GSVIVT01008024001
OG0003131	ATR0665G225.1	GSVIVT01001203001
OG0003132	ATR0602G038.1	GSVIVT01021187001
OG0003133	ATR0753G138.1	GSVIVT01011680001
OG0003134	ATR1120G042.1	GSVIVT01035858001
OG0003135	ATR0739G030.1	GSVIVT01008451001
OG0003136	ATR0772G132.1	GSVIVT01033928001
OG0003137	ATR0568G231.1	GSVIVT01009746001
OG0003138	ATR0605G010.1	GSVIVT01013472001
OG0003139	ATR0580G061.1	GSVIVT01023690001
OG0003140	ATR0987G005.1	GSVIVT01026478001
OG0003141	ATR1120G156.1	GSVIVT01020065001
OG0003142	ATR0757G099.1	GSVIVT01019819001
OG0003143	ATR0751G068.1	GSVIVT01016956001
OG0003144	ATR0787G147.1	GSVIVT01026584001
OG0003145	ATR0789G137.1	GSVIVT01035376001
OG0003146	ATR0626G157.1	GSVIVT01032233001
OG0003147	ATR0225G007.1	GSVIVT01009572001
OG0003148	ATR0099G092.1	GSVIVT01014998001
OG0003149	ATR0602G274.1	GSVIVT01014230001
OG0003150	ATR0757G129.1	GSVIVT01020800001
OG0003151	ATR0314G036.1	GSVIVT01025151001
OG0003152	ATR0686G064.1	GSVIVT01026652001
OG0003153	ATR0559G315.1	GSVIVT01025521001
OG0003154	ATR0736G181.1	GSVIVT01028578001
OG0003155	ATR0697G238.1	GSVIVT01034615001
OG0003156	ATR0626G264.1	GSVIVT01011072001
OG0003157	ATR0796G339.1	GSVIVT01031184001
OG0003158	ATR0326G063.1	GSVIVT01030910001
OG0003159	ATR0582G147.1	GSVIVT01001119001
OG0003160	ATR0824G076.1	GSVIVT01001850001
OG0003161	ATR0763G253.1	GSVIVT01020404001
OG0003162	ATR0584G028.1	GSVIVT01022341001
OG0003163	ATR0579G142.1	GSVIVT01019707001
OG0003164	ATR0605G359.1	GSVIVT01025752001
OG0003165	ATR1127G203.1	GSVIVT01032685001
OG0003166	ATR0763G087.1	GSVIVT01022882001
OG0003167	ATR1089G057.1	GSVIVT01000248001
OG0003168	ATR0594G226.1	GSVIVT01025551001
OG0003169	ATR0626G101.1	GSVIVT01029573001
OG0003170	ATR1120G034.1	GSVIVT01022259001
OG0003171	ATR0083G014.1	GSVIVT01017210001
OG0003172	ATR1127G198.1	GSVIVT01008142001
OG0003173	ATR0681G258.1	GSVIVT01011177001
OG0003174	ATR0697G074.1	GSVIVT01022436001
OG0003175	ATR0693G183.1	GSVIVT01031344001
OG0003176	ATR1127G028.1	GSVIVT01037929001
OG0003177	ATR0712G004.1	GSVIVT01007834001
OG0003178	ATR0743G232.1	GSVIVT01038254001
OG0003179	ATR0584G203.1	GSVIVT01031722001
OG0003180	ATR0598G055.1	GSVIVT01026316001
OG0003181	ATR0757G001.1	GSVIVT01005456001
OG0003182	ATR0124G048.1	GSVIVT01001824001
OG0003183	ATR0693G407.1	GSVIVT01030569001
OG0003184	ATR0068G023.1	GSVIVT01029915001
OG0003185	ATR0585G137.1	GSVIVT01023815001
OG0003186	ATR0680G414.1	GSVIVT01007965001
OG0003187	ATR0763G039.1	GSVIVT01025123001
OG0003188	ATR0796G141.1	GSVIVT01028246001
OG0003189	ATR0705G006.1	GSVIVT01018406001
OG0003190	ATR0487G012.1	GSVIVT01011028001
OG0003191	ATR1091G047.1	GSVIVT01013762001
OG0003192	ATR0705G192.1	GSVIVT01035624001
OG0003193	ATR0763G110.1	GSVIVT01010963001
OG0003194	ATR1096G087.1	GSVIVT01025833001
OG0003195	ATR0749G100.1	GSVIVT01034779001
OG0003196	ATR1128G089.1	GSVIVT01030530001
OG0003197	ATR0680G328.1	GSVIVT01025229001
OG0003198	ATR1098G100.1	GSVIVT01026296001
OG0003199	ATR0665G562.1	GSVIVT01013134001
OG0003200	ATR0049G006.1	GSVIVT01013190001
OG0003201	ATR0800G088.1	GSVIVT01015594001
OG0003202	ATR0721G096.1	GSVIVT01037232001
OG0003203	ATR0829G128.1	GSVIVT01018633001
OG0003204	ATR0594G020.1	GSVIVT01024624001
OG0003205	ATR0329G074.1	GSVIVT01016615001
OG0003206	ATR0315G044.1	GSVIVT01035667001
OG0003207	ATR0810G265.1	GSVIVT01027604001
OG0003208	ATR0661G251.1	GSVIVT01013365001
OG0003209	ATR0097G025.1	GSVIVT01031071001
OG0003210	ATR0681G143.1	GSVIVT01024580001
OG0003211	ATR0609G062.1	GSVIVT01038357001
OG0003212	ATR0568G043.1	GSVIVT01036870001
OG0003213	ATR0739G067.1	GSVIVT01003874001
OG0003214	ATR0680G381.1	GSVIVT01026935001
OG0003215	ATR0064G127.1	GSVIVT01007909001
OG0003216	ATR0759G028.1	GSVIVT01025596001
OG0003217	ATR0824G043.1	GSVIVT01010752001
OG0003218	ATR0796G159.1	GSVIVT01028226001
OG0003219	ATR0686G165.1	GSVIVT01003964001
OG0003220	ATR0706G147.1	GSVIVT01028102001
OG0003221	ATR0582G191.1	GSVIVT01008649001
OG0003222	ATR0561G145.1	GSVIVT01021032001
OG0003223	ATR0564G109.1	GSVIVT01028825001
OG0003224	ATR0618G438.1	GSVIVT01008125001
OG0003225	ATR0745G042.1	GSVIVT01037285001
OG0003226	ATR0605G139.1	GSVIVT01011124001
OG0003227	ATR0787G088.1	GSVIVT01027949001
OG0003228	ATR0001G053.1	GSVIVT01008086001
OG0003229	ATR0661G550.1	GSVIVT01028872001
OG0003230	ATR1136G209.1	GSVIVT01023338001
OG0003231	ATR0564G433.1	GSVIVT01008993001
OG0003232	ATR0033G026.1	GSVIVT01016618001
OG0003233	ATR0618G083.1	GSVIVT01012066001
OG0003234	ATR0580G368.1	GSVIVT01023615001
OG0003235	ATR0618G257.1	GSVIVT01005258001
OG0003236	ATR0745G013.1	GSVIVT01036669001
OG0003237	ATR0665G390.1	GSVIVT01018017001
OG0003238	ATR0691G035.1	GSVIVT01036466001
OG0003239	ATR0796G197.1	GSVIVT01031311001
OG0003240	ATR1091G091.1	GSVIVT01017649001
OG0003241	ATR0693G150.1	GSVIVT01034947001
OG0003242	ATR0561G128.1	GSVIVT01008571001
OG0003243	ATR0329G068.1	GSVIVT01036740001
OG0003244	ATR0580G012.1	GSVIVT01029120001
OG0003245	ATR0661G565.1	GSVIVT01009822001
OG0003246	ATR0794G109.1	GSVIVT01012716001
OG0003247	ATR0733G115.1	GSVIVT01014224001
OG0003248	ATR0561G098.1	GSVIVT01010521001
OG0003249	ATR0757G035.1	GSVIVT01027510001
OG0003250	ATR0665G153.1	GSVIVT01022367001
OG0003251	ATR0605G094.1	GSVIVT01025324001
OG0003252	ATR0743G103.1	GSVIVT01031193001
OG0003253	ATR0037G021.1	GSVIVT01017155001
OG0003254	ATR0605G124.1	GSVIVT01023842001
OG0003255	ATR1100G036.1	GSVIVT01027057001
OG0003256	ATR0665G016.1	GSVIVT01018326001
OG0003257	ATR0804G074.1	GSVIVT01007340001
OG0003258	ATR0767G132.1	GSVIVT01036850001
OG0003259	ATR0580G043.1	GSVIVT01029206001
OG0003260	ATR0787G173.1	GSVIVT01026340001
OG0003261	ATR0661G434.1	GSVIVT01002335001
OG0003262	ATR0618G178.1	GSVIVT01034013001
OG0003263	ATR0782G190.1	GSVIVT01033262001
OG0003264	ATR0782G020.1	GSVIVT01032524001
OG0003265	ATR0810G035.1	GSVIVT01019757001
OG0003266	ATR0626G400.1	GSVIVT01032263001
OG0003267	ATR0051G007.1	GSVIVT01035418001
OG0003268	ATR0680G146.1	GSVIVT01026838001
OG0003269	ATR0307G033.1	GSVIVT01010856001
OG0003270	ATR0048G031.1	GSVIVT01025700001
OG0003271	ATR0829G211.1	GSVIVT01013127001
OG0003272	ATR0180G008.1	GSVIVT01024012001
OG0003273	ATR0709G083.1	GSVIVT01008832001
OG0003274	ATR1136G018.1	GSVIVT01023250001
OG0003275	ATR0326G041.1	GSVIVT01030895001
OG0003276	ATR0739G123.1	GSVIVT01007388001
OG0003277	ATR0680G345.1	GSVIVT01026846001
OG0003278	ATR0807G089.1	GSVIVT01013394001
OG0003279	ATR0064G063.1	GSVIVT01007919001
OG0003280	ATR0772G203.1	GSVIVT01034509001
OG0003281	ATR0807G108.1	GSVIVT01035253001
OG0003282	ATR0739G093.1	GSVIVT01023584001
OG0003283	ATR0706G146.1	GSVIVT01010968001
OG0003284	ATR0827G135.1	GSVIVT01005133001
OG0003285	ATR0745G029.1	GSVIVT01013532001
OG0003286	ATR1152G105.1	GSVIVT01032433001
OG0003287	ATR1147G041.1	GSVIVT01020914001
OG0003288	ATR0693G367.1	GSVIVT01034957001
OG0003289	ATR0796G196.1	GSVIVT01017733001
OG0003290	ATR1149G031.1	GSVIVT01007790001
OG0003291	ATR0829G145.1	GSVIVT01022785001
OG0003292	ATR0751G175.1	GSVIVT01007065001
OG0003293	ATR0796G026.1	GSVIVT01027968001
OG0003294	ATR0006G040.1	GSVIVT01016650001
OG0003295	ATR0800G173.1	GSVIVT01035876001
OG0003296	ATR0691G265.1	GSVIVT01011022001
OG0003297	ATR0807G037.1	GSVIVT01008355001
OG0003298	ATR0618G256.1	GSVIVT01032843001
OG0003299	ATR0006G018.1	GSVIVT01026409001
OG0003300	ATR0598G266.1	GSVIVT01025389001
OG0003301	ATR1091G073.1	GSVIVT01032450001
OG0003302	ATR0661G413.1	GSVIVT01019410001
OG0003303	ATR0810G113.1	GSVIVT01027612001
OG0003304	ATR0759G132.1	GSVIVT01016300001
OG0003305	ATR0665G333.1	GSVIVT01018076001
OG0003306	ATR0705G051.1	GSVIVT01015297001
OG0003307	ATR0041G011.1	GSVIVT01011792001
OG0003308	ATR0796G324.1	GSVIVT01031139001
OG0003309	ATR0665G072.1	GSVIVT01020080001
OG0003310	ATR0684G074.1	GSVIVT01009104001
OG0003311	ATR0618G050.1	GSVIVT01024740001
OG0003312	ATR0564G490.1	GSVIVT01005870001
OG0003313	ATR0757G056.1	GSVIVT01027497001
OG0003314	ATR0829G044.1	GSVIVT01024408001
OG0003315	ATR1120G029.1	GSVIVT01014212001
OG0003316	ATR0796G002.1	GSVIVT01017690001
OG0003317	ATR0693G234.1	GSVIVT01030015001
OG0003318	ATR0124G025.1	GSVIVT01024239001
OG0003319	ATR0820G028.1	GSVIVT01034544001
OG0003320	ATR0580G076.1	GSVIVT01029260001
OG0003321	ATR0810G056.1	GSVIVT01000152001
OG0003322	ATR0626G156.1	GSVIVT01000038001
OG0003323	ATR1127G045.1	GSVIVT01032673001
OG0003324	ATR0820G198.1	GSVIVT01033867001
OG0003325	ATR0681G300.1	GSVIVT01030833001
OG0003326	ATR0118G003.1	GSVIVT01030914001
OG0003327	ATR0602G106.1	GSVIVT01014259001
OG0003328	ATR0763G024.1	GSVIVT01020568001
OG0003329	ATR0686G234.1	GSVIVT01031622001
OG0003330	ATR0787G052.1	GSVIVT01028438001
OG0003331	ATR0733G033.1	GSVIVT01009614001
OG0003332	ATR0712G058.1	GSVIVT01030037001
OG0003333	ATR0763G194.1	GSVIVT01012065001
OG0003334	ATR0681G177.1	GSVIVT01035507001
OG0003335	ATR0751G238.1	GSVIVT01030139001
OG0003336	ATR0009G029.1	GSVIVT01022129001
OG0003337	ATR0561G262.1	GSVIVT01008549001
OG0003338	ATR0582G052.1	GSVIVT01033043001
OG0003339	ATR0810G134.1	GSVIVT01024082001
OG0003340	ATR1089G056.1	GSVIVT01037137001
OG0003341	ATR0626G034.1	GSVIVT01025722001
OG0003342	ATR1120G101.1	GSVIVT01015546001
OG0003343	ATR0706G173.1	GSVIVT01009436001
OG0003344	ATR0680G173.1	GSVIVT01037269001
OG0003345	ATR0693G213.1	GSVIVT01003670001
OG0003346	ATR0665G248.1	GSVIVT01008710001
OG0003347	ATR0322G044.1	GSVIVT01001427001
OG0003348	ATR0461G001.1	GSVIVT01006909001
OG0003349	ATR0582G146.1	GSVIVT01027208001
OG0003350	ATR1089G142.1	GSVIVT01037140001
OG0003351	ATR0824G061.1	GSVIVT01019131001
OG0003352	ATR0743G062.1	GSVIVT01001915001
OG0003353	ATR0796G185.1	GSVIVT01017668001
OG0003354	ATR0800G146.1	GSVIVT01022098001
OG0003355	ATR0626G278.1	GSVIVT01010902001
OG0003356	ATR0605G025.1	GSVIVT01025268001
OG0003357	ATR1089G113.1	GSVIVT01036289001
OG0003358	ATR0618G319.1	GSVIVT01035277001
OG0003359	ATR0605G396.1	GSVIVT01032027001
OG0003360	ATR0580G408.1	GSVIVT01023721001
OG0003361	ATR0059G011.1	GSVIVT01030483001
OG0003362	ATR0827G156.1	GSVIVT01012253001
OG0003363	ATR1098G074.1	GSVIVT01020456001
OG0003364	ATR0174G009.1	GSVIVT01024678001
OG0003365	ATR0686G213.1	GSVIVT01024927001
OG0003366	ATR0559G320.1	GSVIVT01034128001
OG0003367	ATR0585G014.1	GSVIVT01018417001
OG0003368	ATR0820G068.1	GSVIVT01015684001
OG0003369	ATR0618G048.1	GSVIVT01034011001
OG0003370	ATR0626G053.1	GSVIVT01011070001
OG0003371	ATR0012G052.1	GSVIVT01014195001
OG0003372	ATR0705G179.1	GSVIVT01015248001
OG0003373	ATR0705G011.1	GSVIVT01035362001
OG0003374	ATR0681G121.1	GSVIVT01024696001
OG0003375	ATR0745G080.1	GSVIVT01037260001
OG0003376	ATR0787G043.1	GSVIVT01023393001
OG0003377	ATR1125G098.1	GSVIVT01011853001
OG0003378	ATR0199G045.1	GSVIVT01007592001
OG0003379	ATR0733G136.1	GSVIVT01019046001
OG0003380	ATR0736G207.1	GSVIVT01022249001
OG0003381	ATR0757G016.1	GSVIVT01027599001
OG0003382	ATR1132G134.1	GSVIVT01000444001
OG0003383	ATR0088G010.1	GSVIVT01001870001
OG0003384	ATR0598G202.1	GSVIVT01035469001
OG0003385	ATR0749G045.1	GSVIVT01016845001
OG0003386	ATR1120G117.1	GSVIVT01008065001
OG0003387	ATR0626G116.1	GSVIVT01035570001
OG0003388	ATR0691G294.1	GSVIVT01010123001
OG0003389	ATR1098G045.1	GSVIVT01035173001
OG0003390	ATR0057G110.1	GSVIVT01032279001
OG0003391	ATR0796G260.1	GSVIVT01028123001
OG0003392	ATR0807G202.1	GSVIVT01035231001
OG0003393	ATR0697G081.1	GSVIVT01037357001
OG0003394	ATR0753G103.1	GSVIVT01001479001
OG0003395	ATR0815G045.1	GSVIVT01015485001
OG0003396	ATR0743G192.1	GSVIVT01038177001
OG0003397	ATR0789G014.1	GSVIVT01033426001
OG0003398	ATR0579G169.1	GSVIVT01019662001
OG0003399	ATR0665G354.1	GSVIVT01020088001
OG0003400	ATR0332G068.1	GSVIVT01033311001
OG0003401	ATR0661G309.1	GSVIVT01023965001
OG0003402	ATR0618G397.1	GSVIVT01016390001
OG0003403	ATR0665G250.1	GSVIVT01018104001
OG0003404	ATR0605G323.1	GSVIVT01026435001
OG0003405	ATR0782G089.1	GSVIVT01009128001
OG0003406	ATR0584G074.1	GSVIVT01022368001
OG0003407	ATR0730G059.1	GSVIVT01012487001
OG0003408	ATR0829G075.1	GSVIVT01036935001
OG0003409	ATR0693G253.1	GSVIVT01032446001
OG0003410	ATR0697G203.1	GSVIVT01001989001
OG0003411	ATR0561G222.1	GSVIVT01033086001
OG0003412	ATR0697G028.1	GSVIVT01027622001
OG0003413	ATR0763G183.1	GSVIVT01012124001
OG0003414	ATR1089G153.1	GSVIVT01023147001
OG0003415	ATR0730G097.1	GSVIVT01016575001
OG0003416	ATR0697G198.1	GSVIVT01034611001
OG0003417	ATR0691G169.1	GSVIVT01010154001
OG0003418	ATR0069G039.1	GSVIVT01022434001
OG0003419	ATR0041G007.1	GSVIVT01000179001
OG0003420	ATR1127G074.1	GSVIVT01032872001
OG0003421	ATR0691G017.1	GSVIVT01010101001
OG0003422	ATR0584G238.1	GSVIVT01036817001
OG0003423	ATR1091G112.1	GSVIVT01013777001
OG0003424	ATR0680G076.1	GSVIVT01028976001
OG0003425	ATR0730G233.1	GSVIVT01032479001
OG0003426	ATR0737G105.1	GSVIVT01021855001
OG0003427	ATR0661G181.1	GSVIVT01018452001
OG0003428	ATR0307G054.1	GSVIVT01025788001
OG0003429	ATR0303G004.1	GSVIVT01027287001
OG0003430	ATR0665G468.1	GSVIVT01011734001
OG0003431	ATR0752G128.1	GSVIVT01020580001
OG0003432	ATR0693G110.1	GSVIVT01034979001
OG0003433	ATR0589G121.1	GSVIVT01036442001
OG0003434	ATR0580G345.1	GSVIVT01014644001
OG0003435	ATR0561G206.1	GSVIVT01033083001
OG0003436	ATR0661G347.1	GSVIVT01037884001
OG0003437	ATR1127G175.1	GSVIVT01032864001
OG0003438	ATR0184G001.1	GSVIVT01035904001
OG0003439	ATR0787G076.1	GSVIVT01029033001
OG0003440	ATR0767G175.1	GSVIVT01012857001
OG0003441	ATR0580G146.1	GSVIVT01029151001
OG0003442	ATR0584G175.1	GSVIVT01034878001
OG0003443	ATR0751G144.1	GSVIVT01027213001
OG0003444	ATR0686G110.1	GSVIVT01035604001
OG0003445	ATR0564G231.1	GSVIVT01012038001
OG0003446	ATR0829G207.1	GSVIVT01013265001
OG0003447	ATR0605G201.1	GSVIVT01023856001
OG0003448	ATR0661G525.1	GSVIVT01008673001
OG0003449	ATR0115G019.1	GSVIVT01025181001
OG0003450	ATR0598G284.1	GSVIVT01028251001
OG0003451	ATR0037G061.1	GSVIVT01035743001
OG0003452	ATR0559G337.1	GSVIVT01034129001
OG0003453	ATR0681G398.1	GSVIVT01020818001
OG0003454	ATR0759G074.1	GSVIVT01025056001
OG0003455	ATR0796G066.1	GSVIVT01036913001
OG0003456	ATR0021G055.1	GSVIVT01026504001
OG0003457	ATR1098G144.1	GSVIVT01012234001
OG0003458	ATR0605G257.1	GSVIVT01025319001
OG0003459	ATR0057G039.1	GSVIVT01018250001
OG0003460	ATR0745G069.1	GSVIVT01037268001
OG0003461	ATR0796G093.1	GSVIVT01031244001
OG0003462	ATR0618G341.1	GSVIVT01012058001
OG0003463	ATR0147G013.1	GSVIVT01024160001
OG0003464	ATR0752G181.1	GSVIVT01031009001
OG0003465	ATR0109G024.1	GSVIVT01016873001
OG0003466	ATR0661G128.1	GSVIVT01009401001
OG0003467	ATR1136G058.1	GSVIVT01020424001
OG0003468	ATR0680G012.1	GSVIVT01030375001
OG0003469	ATR0800G076.1	GSVIVT01038522001
OG0003470	ATR0751G132.1	GSVIVT01030114001
OG0003471	ATR0053G028.1	GSVIVT01011964001
OG0003472	ATR0810G210.1	GSVIVT01016214001
OG0003473	ATR0320G032.1	GSVIVT01031529001
OG0003474	ATR0582G076.1	GSVIVT01000957001
OG0003475	ATR1089G072.1	GSVIVT01000243001
OG0003476	ATR0804G045.1	GSVIVT01005301001
OG0003477	ATR0757G210.1	GSVIVT01027188001
OG0003478	ATR0057G087.1	GSVIVT01018256001
OG0003479	ATR0706G043.1	GSVIVT01017791001
OG0003480	ATR0564G530.1	GSVIVT01008286001
OG0003481	ATR0618G139.1	GSVIVT01012044001
OG0003482	ATR0620G070.1	GSVIVT01027398001
OG0003483	ATR1153G009.1	GSVIVT01003946001
OG0003484	ATR0739G163.1	GSVIVT01009301001
OG0003485	ATR0824G147.1	GSVIVT01007562001
OG0003486	ATR0022G008.1	GSVIVT01009127001
OG0003487	ATR0064G023.1	GSVIVT01021968001
OG0003488	ATR0665G099.1	GSVIVT01036232001
OG0003489	ATR0706G205.1	GSVIVT01031231001
OG0003490	ATR0561G207.1	GSVIVT01033084001
OG0003491	ATR0594G060.1	GSVIVT01028975001
OG0003492	ATR0681G152.1	GSVIVT01015012001
OG0003493	ATR0730G102.1	GSVIVT01021111001
OG0003494	ATR0057G024.1	GSVIVT01013161001
OG0003495	ATR0012G021.1	GSVIVT01021228001
OG0003496	ATR0661G346.1	GSVIVT01005194001
OG0003497	ATR0561G174.1	GSVIVT01033098001
OG0003498	ATR1127G100.1	GSVIVT01032665001
OG0003499	ATR0665G522.1	GSVIVT01018072001
OG0003500	ATR0629G131.1	GSVIVT01012900001
OG0003501	ATR0743G138.1	GSVIVT01010836001
OG0003502	ATR0767G100.1	GSVIVT01036957001
OG0003503	ATR0787G077.1	GSVIVT01028428001
OG0003504	ATR0776G030.1	GSVIVT01010684001
OG0003505	ATR0787G061.1	GSVIVT01029053001
OG0003506	ATR0626G295.1	GSVIVT01009914001
OG0003507	ATR0680G205.1	GSVIVT01019387001
OG0003508	ATR0762G034.1	GSVIVT01009445001
OG0003509	ATR1120G172.1	GSVIVT01023003001
OG0003510	ATR0026G049.1	GSVIVT01016949001
OG0003511	ATR0691G248.1	GSVIVT01008851001
OG0003512	ATR0193G007.1	GSVIVT01032835001
OG0003513	ATR0705G062.1	GSVIVT01018404001
OG0003514	ATR1125G044.1	GSVIVT01031019001
OG0003515	ATR0697G132.1	GSVIVT01029953001
OG0003516	ATR0665G474.1	GSVIVT01033299001
OG0003517	ATR0127G004.1	GSVIVT01014167001
OG0003518	ATR0743G007.1	GSVIVT01038269001
OG0003519	ATR0559G336.1	GSVIVT01010853001
OG0003520	ATR0680G368.1	GSVIVT01028962001
OG0003521	ATR0665G057.1	GSVIVT01007345001
OG0003522	ATR0618G124.1	GSVIVT01010153001
OG0003523	ATR0618G094.1	GSVIVT01037005001
OG0003524	ATR0585G090.1	GSVIVT01025634001
OG0003525	ATR0580G328.1	GSVIVT01008742001
OG0003526	ATR0743G051.1	GSVIVT01013539001
OG0003527	ATR0800G077.1	GSVIVT01022099001
OG0003528	ATR0796G071.1	GSVIVT01028137001
OG0003529	ATR0796G236.1	GSVIVT01028272001
OG0003530	ATR0796G119.1	GSVIVT01031169001
OG0003531	ATR0605G256.1	GSVIVT01036747001
OG0003532	ATR1154G011.1	GSVIVT01018865001
OG0003533	ATR0796G067.1	GSVIVT01007280001
OG0003534	ATR0075G039.1	GSVIVT01038131001
OG0003535	ATR0757G180.1	GSVIVT01018494001
OG0003536	ATR1125G032.1	GSVIVT01011867001
OG0003537	ATR0618G385.1	GSVIVT01024809001
OG0003538	ATR0693G326.1	GSVIVT01028229001
OG0003539	ATR0598G133.1	GSVIVT01035470001
OG0003540	ATR0001G042.1	GSVIVT01022068001
OG0003541	ATR0665G001.1	GSVIVT01033727001
OG0003542	ATR0739G197.1	GSVIVT01023597001
OG0003543	ATR0626G080.1	GSVIVT01029443001
OG0003544	ATR0733G160.1	GSVIVT01031917001
OG0003545	ATR0661G510.1	GSVIVT01019403001
OG0003546	ATR1156G016.1	GSVIVT01015498001
OG0003547	ATR0579G072.1	GSVIVT01028042001
OG0003548	ATR0064G019.1	GSVIVT01011503001
OG0003549	ATR0736G222.1	GSVIVT01027860001
OG0003550	ATR0315G075.1	GSVIVT01015340001
OG0003551	ATR0782G154.1	GSVIVT01012453001
OG0003552	ATR0165G045.1	GSVIVT01021622001
OG0003553	ATR0681G073.1	GSVIVT01008429001
OG0003554	ATR0210G006.1	GSVIVT01034055001
OG0003555	ATR0681G332.1	GSVIVT01032626001
OG0003556	ATR0730G184.1	GSVIVT01016889001
OG0003557	ATR0733G137.1	GSVIVT01019032001
OG0003558	ATR0580G191.1	GSVIVT01016156001
OG0003559	ATR0693G411.1	GSVIVT01021434001
OG0003560	ATR0661G480.1	GSVIVT01025704001
OG0003561	ATR0006G082.1	GSVIVT01024393001
OG0003562	ATR0751G203.1	GSVIVT01014843001
OG0003563	ATR0626G069.1	GSVIVT01017892001
OG0003564	ATR1098G081.1	GSVIVT01020458001
OG0003565	ATR0737G058.1	GSVIVT01036694001
OG0003566	ATR0733G008.1	GSVIVT01027645001
OG0003567	ATR1158G006.1	GSVIVT01032424001
OG0003568	ATR0177G057.1	GSVIVT01008105001
OG0003569	ATR0749G081.1	GSVIVT01031931001
OG0003570	ATR0693G194.1	GSVIVT01028140001
OG0003571	ATR1153G046.1	GSVIVT01000105001
OG0003572	ATR0559G355.1	GSVIVT01016552001
OG0003573	ATR0763G078.1	GSVIVT01017597001
OG0003574	ATR0796G030.1	GSVIVT01028011001
OG0003575	ATR1152G018.1	GSVIVT01018188001
OG0003576	ATR0751G081.1	GSVIVT01014864001
OG0003577	ATR0564G205.1	GSVIVT01020010001
OG0003578	ATR0026G007.1	GSVIVT01004820001
OG0003579	ATR0594G089.1	GSVIVT01030257001
OG0003580	ATR0752G032.1	GSVIVT01017454001
OG0003581	ATR0559G034.1	GSVIVT01016549001
OG0003582	ATR0044G031.1	GSVIVT01021449001
OG0003583	ATR0624G003.1	GSVIVT01007216001
OG0003584	ATR0605G235.1	GSVIVT01033353001
OG0003585	ATR0618G195.1	GSVIVT01016365001
OG0003586	ATR0618G363.1	GSVIVT01012043001
OG0003587	ATR1132G099.1	GSVIVT01031516001
OG0003588	ATR0580G109.1	GSVIVT01023720001
OG0003589	ATR0598G353.1	GSVIVT01035441001
OG0003590	ATR0068G096.1	GSVIVT01029942001
OG0003591	ATR0083G054.1	GSVIVT01015460001
OG0003592	ATR0796G255.1	GSVIVT01031240001
OG0003593	ATR0087G004.1	GSVIVT01009559001
OG0003594	ATR0763G213.1	GSVIVT01026115001
OG0003595	ATR0030G020.1	GSVIVT01038671001
OG0003596	ATR0561G249.1	GSVIVT01006384001
OG0003597	ATR0605G319.1	GSVIVT01001373001
OG0003598	ATR0580G088.1	GSVIVT01011054001
OG0003599	ATR0602G079.1	GSVIVT01033326001
OG0003600	ATR1132G057.1	GSVIVT01003679001
OG0003601	ATR0827G117.1	GSVIVT01008150001
OG0003602	ATR0691G016.1	GSVIVT01010168001
OG0003603	ATR0681G240.1	GSVIVT01035768001
OG0003604	ATR0124G050.1	GSVIVT01024230001
OG0003605	ATR0579G153.1	GSVIVT01038675001
OG0003606	ATR0594G037.1	GSVIVT01025091001
OG0003607	ATR0559G278.1	GSVIVT01024984001
OG0003608	ATR0188G017.1	GSVIVT01033271001
OG0003609	ATR0693G269.1	GSVIVT01035098001
OG0003610	ATR0706G077.1	GSVIVT01011352001
OG0003611	ATR0681G344.1	GSVIVT01024723001
OG0003612	ATR0730G126.1	GSVIVT01014349001
OG0003613	ATR1136G105.1	GSVIVT01010015001
OG0003614	ATR0807G015.1	GSVIVT01033493001
OG0003615	ATR1098G028.1	GSVIVT01020478001
OG0003616	ATR0049G062.1	GSVIVT01013184001
OG0003617	ATR0626G320.1	GSVIVT01034266001
OG0003618	ATR0317G028.1	GSVIVT01016696001
