	Atr.cds
GF09353	ATR0829G027.1
GF09354	ATR0219G010.1
GF09355	ATR0559G355.1
GF09356	ATR1127G194.1
GF09357	ATR0697G155.1
GF09358	ATR0757G157.1
GF09359	ATR1101G098.1
GF09360	ATR0041G007.1
GF09361	ATR0759G022.1
GF09362	ATR0665G220.1
GF09363	ATR1128G034.1
GF09364	ATR1132G031.1
GF09365	ATR1125G093.1
GF09366	ATR0559G042.1
GF09367	ATR1149G040.1
GF09368	ATR1102G060.1
GF09369	ATR0626G265.1
GF09370	ATR0829G223.1
GF09371	ATR0568G024.1
GF09372	ATR0584G178.1
GF09373	ATR1102G065.1
GF09374	ATR0880G001.1
GF09375	ATR0317G108.1
GF09376	ATR0665G013.1
GF09377	ATR1173G003.1
GF09378	ATR0113G008.1
GF09379	ATR0083G065.1
GF09380	ATR0602G157.1
GF09381	ATR0585G049.1
GF09382	ATR0564G440.1
GF09383	ATR0559G324.1
GF09384	ATR0564G061.1
GF09385	ATR1102G038.1
GF09386	ATR0307G063.1
GF09387	ATR0584G037.1
GF09388	ATR0684G043.1
GF09389	ATR0564G299.1
GF09390	ATR0763G158.1
GF09391	ATR0322G006.1
GF09392	ATR0605G066.1
GF09393	ATR0752G210.1
GF09394	ATR0178G027.1
GF09395	ATR0598G082.1
GF09396	ATR0929G007.1
GF09397	ATR0721G030.1
GF09398	ATR0594G208.1
GF09399	ATR0680G028.1
GF09400	ATR0776G097.1
GF09401	ATR0680G299.1
GF09402	ATR0724G005.1
GF09403	ATR0605G214.1
GF09404	ATR1091G090.1
GF09405	ATR0564G070.1
GF09406	ATR0684G091.1
GF09407	ATR0580G376.1
GF09408	ATR0602G260.1
GF09409	ATR0564G167.1
GF09410	ATR0665G354.1
GF09411	ATR0561G224.1
GF09412	ATR0796G273.1
GF09413	ATR1152G009.1
GF09414	ATR0018G001.1
GF09415	ATR0724G085.1
GF09416	ATR0146G002.1
GF09417	ATR0486G001.1
GF09418	ATR0051G057.1
GF09419	ATR0602G222.1
GF09420	ATR0661G156.1
GF09421	ATR0753G069.1
GF09422	ATR0776G041.1
GF09423	ATR0193G046.1
GF09424	ATR0680G034.1
GF09425	ATR0661G393.1
GF09426	ATR0824G192.1
GF09427	ATR0820G227.1
GF09428	ATR0490G002.1
GF09429	ATR0487G005.1
GF09430	ATR0006G016.1
GF09431	ATR0730G153.1
GF09432	ATR0317G052.1
GF09433	ATR0684G107.1
GF09434	ATR0975G003.1
GF09435	ATR0680G240.1
GF09436	ATR1202G001.1
GF09437	ATR0618G256.1
GF09438	ATR0820G162.1
GF09439	ATR0184G013.1
GF09440	ATR0829G105.1
GF09441	ATR0208G034.1
GF09442	ATR0737G001.1
GF09443	ATR0582G115.1
GF09444	ATR0602G082.1
GF09445	ATR0568G148.1
GF09446	ATR0752G222.1
GF09447	ATR0767G030.1
GF09448	ATR0942G002.1
GF09449	ATR0782G115.1
GF09450	ATR0753G128.1
GF09451	ATR0580G091.1
GF09452	ATR0743G161.1
GF09453	ATR0916G002.1
GF09454	ATR0743G266.1
GF09455	ATR0730G143.1
GF09456	ATR0820G081.1
GF09457	ATR0681G021.1
GF09458	ATR0665G376.1
GF09459	ATR0772G123.1
GF09460	ATR0069G009.1
GF09461	ATR0804G060.1
GF09462	ATR0723G065.1
GF09463	ATR0698G002.1
GF09464	ATR1100G039.1
GF09465	ATR0787G116.1
GF09466	ATR0730G231.1
GF09467	ATR0335G001.1
GF09468	ATR1100G006.1
GF09469	ATR0712G163.1
GF09470	ATR0564G245.1
GF09471	ATR0807G042.1
GF09472	ATR0620G086.1
GF09473	ATR0752G137.1
GF09474	ATR0584G116.1
GF09475	ATR1102G063.1
GF09476	ATR0051G061.1
GF09477	ATR0150G029.1
GF09478	ATR0776G109.1
GF09479	ATR0584G223.1
GF09480	ATR0820G015.1
GF09481	ATR0178G018.1
GF09482	ATR0757G145.1
GF09483	ATR0681G235.1
GF09484	ATR0709G058.1
GF09485	ATR0626G406.1
GF09486	ATR0115G025.1
GF09487	ATR0772G022.1
GF09488	ATR0705G015.1
GF09489	ATR0317G025.1
GF09490	ATR1100G029.1
GF09491	ATR1136G028.1
GF09492	ATR0697G283.1
GF09493	ATR0737G127.1
GF09494	ATR0743G004.1
GF09495	ATR0661G059.1
GF09496	ATR0188G007.1
GF09497	ATR0377G002.1
GF09498	ATR1128G001.1
GF09499	ATR0215G007.1
GF09500	ATR0782G182.1
GF09501	ATR1134G072.1
GF09502	ATR0681G323.1
GF09503	ATR0665G099.1
GF09504	ATR0716G059.1
GF09505	ATR0743G090.1
GF09506	ATR0975G004.1
GF09507	ATR0705G138.1
GF09508	ATR0829G194.1
GF09509	ATR0757G024.1
GF09510	ATR0605G026.1
GF09511	ATR1105G001.1
GF09512	ATR0763G071.1
GF09513	ATR0815G048.1
GF09514	ATR0693G282.1
GF09515	ATR1147G045.1
GF09516	ATR0618G210.1
GF09517	ATR0069G003.1
GF09518	ATR0757G217.1
GF09519	ATR0737G100.1
GF09520	ATR0332G091.1
GF09521	ATR0618G048.1
GF09522	ATR0796G081.1
GF09523	ATR0955G007.1
GF09524	ATR0757G162.1
GF09525	ATR1152G080.1
GF09526	ATR0697G163.1
GF09527	ATR0665G142.1
GF09528	ATR0585G077.1
GF09529	ATR0037G051.1
GF09530	ATR0686G117.1
GF09531	ATR0684G073.1
GF09532	ATR0598G253.1
GF09533	ATR0796G313.1
GF09534	ATR0598G212.1
GF09535	ATR0759G004.1
GF09536	ATR0323G002.1
GF09537	ATR0665G562.1
GF09538	ATR0559G139.1
GF09539	ATR0115G021.1
GF09540	ATR0620G156.1
GF09541	ATR0665G542.1
GF09542	ATR1127G029.1
GF09543	ATR0564G359.1
GF09544	ATR0697G173.1
GF09545	ATR1093G038.1
GF09546	ATR1159G092.1
GF09547	ATR0684G137.1
GF09548	ATR0051G027.1
GF09549	ATR0057G025.1
GF09550	ATR1125G076.1
GF09551	ATR0739G125.1
GF09552	ATR0037G023.1
GF09553	ATR0304G031.1
GF09554	ATR1136G146.1
GF09555	ATR0307G122.1
GF09556	ATR0580G305.1
GF09557	ATR0580G124.1
GF09558	ATR0043G021.1
GF09559	ATR0626G125.1
GF09560	ATR0680G123.1
GF09561	ATR1087G002.1
GF09562	ATR0618G422.1
GF09563	ATR0706G071.1
GF09564	ATR0665G166.1
GF09565	ATR0827G142.1
GF09566	ATR0733G169.1
GF09567	ATR1093G009.1
GF09568	ATR0693G292.1
GF09569	ATR0009G015.1
GF09570	ATR0104G029.1
GF09571	ATR0037G049.1
GF09572	ATR0059G034.1
GF09573	ATR0772G002.1
GF09574	ATR0315G075.1
GF09575	ATR0320G041.1
GF09576	ATR0105G015.1
GF09577	ATR0693G299.1
GF09578	ATR0174G006.1
GF09579	ATR1153G030.1
GF09580	ATR0712G037.1
GF09581	ATR0684G148.1
GF09582	ATR0807G198.1
GF09583	ATR0585G015.1
GF09584	ATR0582G044.1
GF09585	ATR0044G001.1
GF09586	ATR0739G002.1
GF09587	ATR1131G005.1
GF09588	ATR0142G001.1
GF09589	ATR0665G549.1
GF09590	ATR0796G250.1
GF09591	ATR0800G026.1
GF09592	ATR1126G014.1
GF09593	ATR0733G071.1
GF09594	ATR0064G033.1
GF09595	ATR0594G074.1
GF09596	ATR0681G155.1
GF09597	ATR0561G159.1
GF09598	ATR1128G045.1
GF09599	ATR0197G011.1
GF09600	ATR0626G213.1
GF09601	ATR0322G035.1
GF09602	ATR0824G012.1
GF09603	ATR0322G050.1
GF09604	ATR0605G063.1
GF09605	ATR0686G174.1
GF09606	ATR0800G117.1
GF09607	ATR0796G126.1
GF09608	ATR1134G134.1
GF09609	ATR0104G013.1
GF09610	ATR0789G159.1
GF09611	ATR0605G345.1
GF09612	ATR0716G115.1
GF09613	ATR0559G072.1
GF09614	ATR0789G107.1
GF09615	ATR0582G317.1
GF09616	ATR0810G058.1
GF09617	ATR0751G240.1
GF09618	ATR0782G200.1
GF09619	ATR0807G078.1
GF09620	ATR0752G228.1
GF09621	ATR0051G044.1
GF09622	ATR0073G014.1
GF09623	ATR0751G148.1
GF09624	ATR0068G093.1
GF09625	ATR1096G143.1
GF09626	ATR0580G434.1
GF09627	ATR0219G013.1
GF09628	ATR0686G143.1
GF09629	ATR0751G090.1
GF09630	ATR0580G436.1
GF09631	ATR0945G004.1
GF09632	ATR0105G007.1
GF09633	ATR0752G208.1
GF09634	ATR0757G051.1
GF09635	ATR0332G083.1
GF09636	ATR0585G123.1
GF09637	ATR0739G016.1
GF09638	ATR0737G016.1
GF09639	ATR1126G046.1
GF09640	ATR0772G035.1
GF09641	ATR0605G068.1
GF09642	ATR0605G131.1
GF09643	ATR0661G130.1
GF09644	ATR0743G117.1
GF09645	ATR0824G246.1
GF09646	ATR0307G120.1
GF09647	ATR0393G001.1
GF09648	ATR1096G057.1
GF09649	ATR0712G123.1
GF09650	ATR1132G013.1
GF09651	ATR0980G002.1
GF09652	ATR0759G112.1
GF09653	ATR0219G007.1
GF09654	ATR0152G008.1
GF09655	ATR0752G080.1
GF09656	ATR0721G146.1
GF09657	ATR0661G266.1
GF09658	ATR0332G061.1
GF09659	ATR0680G204.1
GF09660	ATR0618G428.1
GF09661	ATR0618G367.1
GF09662	ATR1094G012.1
GF09663	ATR0730G095.1
GF09664	ATR0598G099.1
GF09665	ATR1120G068.1
GF09666	ATR0789G129.1
GF09667	ATR0571G001.1
GF09668	ATR0757G042.1
GF09669	ATR0568G058.1
GF09670	ATR0716G022.1
GF09671	ATR0753G144.1
GF09672	ATR0712G009.1
GF09673	ATR0680G053.1
GF09674	ATR0561G225.1
GF09675	ATR1120G110.1
GF09676	ATR0753G148.1
GF09677	ATR0208G029.1
GF09678	ATR0752G151.1
GF09679	ATR0706G085.1
GF09680	ATR0712G135.1
GF09681	ATR1159G060.1
GF09682	ATR0598G047.1
GF09683	ATR1127G073.1
GF09684	ATR1120G037.1
GF09685	ATR0739G042.1
GF09686	ATR1101G090.1
GF09687	ATR0796G039.1
GF09688	ATR1101G100.1
GF09689	ATR1149G026.1
GF09690	ATR0152G011.1
GF09691	ATR0733G254.1
GF09692	ATR0681G241.1
GF09693	ATR0787G106.1
GF09694	ATR0584G049.1
GF09695	ATR1131G020.1
GF09696	ATR0820G238.1
GF09697	ATR0584G143.1
GF09698	ATR0789G137.1
GF09699	ATR0681G316.1
GF09700	ATR0138G019.1
GF09701	ATR0680G213.1
GF09702	ATR0820G298.1
GF09703	ATR0661G399.1
GF09704	ATR1055G001.1
GF09705	ATR0691G295.1
GF09706	ATR0772G043.1
GF09707	ATR0697G290.1
GF09708	ATR1089G042.1
GF09709	ATR0307G104.1
GF09710	ATR1136G125.1
GF09711	ATR1091G046.1
GF09712	ATR0594G047.1
GF09713	ATR0824G199.1
GF09714	ATR0217G001.1
GF09715	ATR0665G055.1
GF09716	ATR1147G030.1
GF09717	ATR0594G171.1
GF09718	ATR0580G430.1
GF09719	ATR0208G025.1
GF09720	ATR0661G308.1
GF09721	ATR0624G085.1
GF09722	ATR0686G035.1
GF09723	ATR0829G171.1
GF09724	ATR0594G039.1
GF09725	ATR0800G042.1
GF09726	ATR1101G072.1
GF09727	ATR0706G146.1
GF09728	ATR0222G011.1
GF09729	ATR0749G037.1
GF09730	ATR0559G208.1
GF09731	ATR0661G057.1
GF09732	ATR0691G284.1
GF09733	ATR0618G356.1
GF09734	ATR0665G614.1
GF09735	ATR0580G259.1
GF09736	ATR0561G029.1
GF09737	ATR0693G431.1
GF09738	ATR0764G001.1
GF09739	ATR0733G064.1
GF09740	ATR0697G280.1
GF09741	ATR0752G003.1
GF09742	ATR0643G001.1
GF09743	ATR0697G232.1
GF09744	ATR1100G010.1
GF09745	ATR0225G024.1
GF09746	ATR0684G155.1
GF09747	ATR0712G174.1
GF09748	ATR0763G140.1
GF09749	ATR0665G372.1
GF09750	ATR1098G005.1
GF09751	ATR0827G126.1
GF09752	ATR0088G005.1
GF09753	ATR0827G018.1
GF09754	ATR1128G118.1
GF09755	ATR0561G139.1
GF09756	ATR0099G083.1
GF09757	ATR0308G002.1
GF09758	ATR1149G017.1
GF09759	ATR0304G045.1
GF09760	ATR0753G160.1
GF09761	ATR0559G009.1
GF09762	ATR0824G203.1
GF09763	ATR0021G032.1
GF09764	ATR0075G020.1
GF09765	ATR0618G114.1
GF09766	ATR0579G156.1
GF09767	ATR0598G094.1
GF09768	ATR0789G181.1
GF09769	ATR0691G303.1
GF09770	ATR0230G001.1
GF09771	ATR0585G027.1
GF09772	ATR0693G141.1
GF09773	ATR0003G032.1
GF09774	ATR0662G001.1
GF09775	ATR1155G002.1
GF09776	ATR0767G107.1
GF09777	ATR0723G051.1
GF09778	ATR0665G082.1
GF09779	ATR0071G020.1
GF09780	ATR0317G007.1
GF09781	ATR0291G001.1
GF09782	ATR0736G038.1
GF09783	ATR0605G204.1
GF09784	ATR0564G114.1
GF09785	ATR0661G045.1
GF09786	ATR0681G157.1
GF09787	ATR0796G228.1
GF09788	ATR0686G120.1
GF09789	ATR0829G056.1
GF09790	ATR0178G033.1
GF09791	ATR0584G228.1
GF09792	ATR0810G213.1
GF09793	ATR0564G341.1
GF09794	ATR0680G340.1
GF09795	ATR0665G010.1
GF09796	ATR0605G041.1
GF09797	ATR0787G020.1
GF09798	ATR0724G057.1
GF09799	ATR0751G168.1
GF09800	ATR1149G048.1
GF09801	ATR0579G011.1
GF09802	ATR0762G022.1
GF09803	ATR0618G354.1
GF09804	ATR0053G051.1
GF09805	ATR0585G144.1
GF09806	ATR0752G132.1
GF09807	ATR0789G040.1
GF09808	ATR0681G348.1
GF09809	ATR0724G075.1
GF09810	ATR0172G001.1
GF09811	ATR1127G025.1
GF09812	ATR0709G067.1
GF09813	ATR0048G038.1
GF09814	ATR0561G071.1
GF09815	ATR0829G160.1
GF09816	ATR0618G310.1
GF09817	ATR1134G041.1
GF09818	ATR1089G110.1
GF09819	ATR1101G050.1
GF09820	ATR0499G011.1
GF09821	ATR0582G203.1
GF09822	ATR0081G054.1
GF09823	ATR0626G326.1
GF09824	ATR0681G329.1
GF09825	ATR0706G173.1
GF09826	ATR0315G152.1
GF09827	ATR0796G098.1
GF09828	ATR0099G089.1
GF09829	ATR0787G176.1
GF09830	ATR0680G282.1
GF09831	ATR0739G046.1
GF09832	ATR0068G076.1
GF09833	ATR0665G268.1
GF09834	ATR1120G121.1
GF09835	ATR0730G004.1
GF09836	ATR0789G003.1
GF09837	ATR0730G052.1
GF09838	ATR0582G023.1
GF09839	ATR0568G161.1
GF09840	ATR0307G085.1
GF09841	ATR1156G040.1
GF09842	ATR1129G001.1
GF09843	ATR0721G166.1
GF09844	ATR0693G068.1
GF09845	ATR0026G055.1
GF09846	ATR0150G005.1
GF09847	ATR0796G324.1
GF09848	ATR0598G129.1
GF09849	ATR0824G115.1
GF09850	ATR0580G202.1
GF09851	ATR0681G389.1
GF09852	ATR0099G049.1
GF09853	ATR0064G095.1
GF09854	ATR1120G045.1
GF09855	ATR0753G018.1
GF09856	ATR1127G026.1
GF09857	ATR1093G011.1
GF09858	ATR0752G054.1
GF09859	ATR0927G011.1
GF09860	ATR0697G260.1
GF09861	ATR0736G077.1
GF09862	ATR0598G313.1
GF09863	ATR1153G041.1
GF09864	ATR0824G200.1
GF09865	ATR1089G038.1
GF09866	ATR0753G010.1
GF09867	ATR0317G028.1
GF09868	ATR0346G001.1
GF09869	ATR0012G053.1
GF09870	ATR1120G142.1
GF09871	ATR0733G128.1
GF09872	ATR0752G040.1
GF09873	ATR0569G001.1
GF09874	ATR0585G118.1
GF09875	ATR0743G215.1
GF09876	ATR0564G523.1
GF09877	ATR0043G002.1
GF09878	ATR0178G011.1
GF09879	ATR0579G034.1
GF09880	ATR0691G219.1
GF09881	ATR0594G220.1
GF09882	ATR0081G001.1
GF09883	ATR0733G067.1
GF09884	ATR0721G045.1
GF09885	ATR0800G083.1
GF09886	ATR0215G001.1
GF09887	ATR0739G033.1
GF09888	ATR0763G087.1
GF09889	ATR0582G029.1
GF09890	ATR1156G035.1
GF09891	ATR0763G213.1
GF09892	ATR0807G210.1
GF09893	ATR1128G115.1
GF09894	ATR0686G116.1
GF09895	ATR0763G046.1
GF09896	ATR0233G001.1
GF09897	ATR0626G043.1
GF09898	ATR0579G025.1
GF09899	ATR0757G070.1
GF09900	ATR0686G218.1
GF09901	ATR1127G045.1
GF09902	ATR0661G140.1
GF09903	ATR1127G006.1
GF09904	ATR1127G049.1
GF09905	ATR0693G372.1
GF09906	ATR0582G181.1
GF09907	ATR0763G128.1
GF09908	ATR0053G041.1
GF09909	ATR0021G048.1
GF09910	ATR0665G083.1
GF09911	ATR0789G118.1
GF09912	ATR0800G062.1
GF09913	ATR0691G171.1
GF09914	ATR0109G005.1
GF09915	ATR0759G106.1
GF09916	ATR0205G014.1
GF09917	ATR1132G082.1
GF09918	ATR0490G008.1
GF09919	ATR0068G072.1
GF09920	ATR1131G051.1
GF09921	ATR0787G052.1
GF09922	ATR0796G225.1
GF09923	ATR0626G310.1
GF09924	ATR0697G087.1
GF09925	ATR0716G093.1
GF09926	ATR1131G052.1
GF09927	ATR1134G112.1
GF09928	ATR0686G013.1
GF09929	ATR0751G063.1
GF09930	ATR0772G199.1
GF09931	ATR0075G037.1
GF09932	ATR0739G147.1
GF09933	ATR0580G200.1
GF09934	ATR0037G064.1
GF09935	ATR1149G123.1
GF09936	ATR1083G001.1
GF09937	ATR0175G001.1
GF09938	ATR0745G004.1
GF09939	ATR0681G119.1
GF09940	ATR0782G091.1
GF09941	ATR0559G152.1
GF09942	ATR1120G055.1
GF09943	ATR0693G346.1
GF09944	ATR0582G076.1
GF09945	ATR0810G100.1
GF09946	ATR0317G023.1
GF09947	ATR0684G005.1
GF09948	ATR0660G003.1
GF09949	ATR0733G142.1
GF09950	ATR0796G241.1
GF09951	ATR0751G094.1
GF09952	ATR0602G065.1
GF09953	ATR0721G101.1
GF09954	ATR1091G083.1
GF09955	ATR0763G198.1
GF09956	ATR0584G128.1
GF09957	ATR0693G125.1
GF09958	ATR0083G076.1
GF09959	ATR0824G009.1
GF09960	ATR0705G091.1
GF09961	ATR0561G177.1
GF09962	ATR0730G197.1
GF09963	ATR0697G144.1
GF09964	ATR0697G033.1
GF09965	ATR0559G118.1
GF09966	ATR0767G042.1
GF09967	ATR1136G217.1
GF09968	ATR0724G081.1
GF09969	ATR0661G165.1
GF09970	ATR0752G117.1
GF09971	ATR0584G227.1
GF09972	ATR0763G281.1
GF09973	ATR0081G026.1
GF09974	ATR0800G157.1
GF09975	ATR0665G054.1
GF09976	ATR0322G060.1
GF09977	ATR0807G046.1
GF09978	ATR0016G012.1
GF09979	ATR0559G366.1
GF09980	ATR1153G028.1
GF09981	ATR1149G053.1
GF09982	ATR0772G208.1
GF09983	ATR0827G154.1
GF09984	ATR0322G070.1
GF09985	ATR0618G190.1
GF09986	ATR0827G118.1
GF09987	ATR0665G237.1
GF09988	ATR0568G026.1
GF09989	ATR0824G237.1
GF09990	ATR0026G019.1
GF09991	ATR0021G029.1
GF09992	ATR0772G209.1
GF09993	ATR0322G008.1
GF09994	ATR0564G257.1
GF09995	ATR0782G037.1
GF09996	ATR0019G010.1
GF09997	ATR0684G098.1
GF09998	ATR0796G010.1
GF09999	ATR0752G098.1
GF10000	ATR1120G193.1
GF10001	ATR0589G112.1
GF10002	ATR0626G413.1
GF10003	ATR0665G483.1
GF10004	ATR0665G044.1
GF10005	ATR0001G050.1
GF10006	ATR0772G177.1
GF10007	ATR0737G049.1
GF10008	ATR0686G009.1
GF10009	ATR1098G103.1
GF10010	ATR0665G034.1
GF10011	ATR1001G015.1
GF10012	ATR0794G016.1
GF10013	ATR1136G004.1
GF10014	ATR0665G534.1
GF10015	ATR1134G005.1
GF10016	ATR0314G025.1
GF10017	ATR0605G019.1
GF10018	ATR0307G058.1
GF10019	ATR0691G050.1
GF10020	ATR0602G203.1
GF10021	ATR0564G211.1
GF10022	ATR0568G013.1
GF10023	ATR0051G054.1
GF10024	ATR0759G083.1
GF10025	ATR0041G008.1
GF10026	ATR0737G156.1
GF10027	ATR0602G129.1
GF10028	ATR0743G104.1
GF10029	ATR1132G050.1
GF10030	ATR0705G064.1
GF10031	ATR0332G063.1
GF10032	ATR0620G027.1
GF10033	ATR0796G267.1
GF10034	ATR0598G175.1
GF10035	ATR0733G088.1
GF10036	ATR0743G224.1
GF10037	ATR0684G207.1
GF10038	ATR0584G053.1
GF10039	ATR0486G002.1
GF10040	ATR0680G324.1
GF10041	ATR0829G020.1
GF10042	ATR0584G096.1
GF10043	ATR0620G113.1
GF10044	ATR1153G064.1
GF10045	ATR0579G076.1
GF10046	ATR1091G081.1
GF10047	ATR0582G282.1
GF10048	ATR1125G016.1
GF10049	ATR0001G012.1
GF10050	ATR0605G140.1
GF10051	ATR0681G123.1
GF10052	ATR0753G019.1
GF10053	ATR1153G012.1
GF10054	ATR0829G164.1
GF10055	ATR0582G129.1
GF10056	ATR0733G027.1
GF10057	ATR0624G019.1
GF10058	ATR0800G089.1
GF10059	ATR0564G296.1
GF10060	ATR0733G065.1
GF10061	ATR0712G080.1
GF10062	ATR0113G011.1
GF10063	ATR0680G285.1
GF10064	ATR0320G028.1
GF10065	ATR0564G029.1
GF10066	ATR0767G031.1
GF10067	ATR0205G007.1
GF10068	ATR0661G556.1
GF10069	ATR1098G149.1
GF10070	ATR0188G017.1
GF10071	ATR0824G015.1
GF10072	ATR0693G394.1
GF10073	ATR0171G008.1
GF10074	ATR1131G043.1
GF10075	ATR0561G206.1
GF10076	ATR0629G100.1
GF10077	ATR0307G092.1
GF10078	ATR0820G131.1
GF10079	ATR0789G090.1
GF10080	ATR0751G138.1
GF10081	ATR0723G032.1
GF10082	ATR0796G084.1
GF10083	ATR0594G156.1
GF10084	ATR1088G017.1
GF10085	ATR0800G137.1
GF10086	ATR0753G002.1
GF10087	ATR0829G113.1
GF10088	ATR0594G088.1
GF10089	ATR0605G259.1
GF10090	ATR0582G319.1
GF10091	ATR0680G372.1
GF10092	ATR0743G250.1
GF10093	ATR0745G022.1
GF10094	ATR0222G022.1
GF10095	ATR0021G038.1
GF10096	ATR0693G312.1
GF10097	ATR0068G058.1
GF10098	ATR0772G081.1
GF10099	ATR0680G132.1
GF10100	ATR0686G023.1
GF10101	ATR0629G124.1
GF10102	ATR0804G047.1
GF10103	ATR0618G049.1
GF10104	ATR0665G632.1
GF10105	ATR0329G035.1
GF10106	ATR0665G560.1
GF10107	ATR0800G039.1
GF10108	ATR0869G001.1
GF10109	ATR0315G127.1
GF10110	ATR0069G063.1
GF10111	ATR0579G147.1
GF10112	ATR1134G023.1
GF10113	ATR0618G406.1
GF10114	ATR0083G026.1
GF10115	ATR0709G045.1
GF10116	ATR0561G065.1
GF10117	ATR0564G149.1
GF10118	ATR0739G196.1
GF10119	ATR0559G298.1
GF10120	ATR0794G056.1
GF10121	ATR0763G099.1
GF10122	ATR0585G038.1
GF10123	ATR0037G073.1
GF10124	ATR0665G147.1
GF10125	ATR0579G046.1
GF10126	ATR0693G194.1
GF10127	ATR0800G031.1
GF10128	ATR0661G076.1
GF10129	ATR0824G182.1
GF10130	ATR0598G231.1
GF10131	ATR0829G191.1
GF10132	ATR0580G321.1
GF10133	ATR0165G036.1
GF10134	ATR0807G077.1
GF10135	ATR0100G017.1
GF10136	ATR1153G079.1
GF10137	ATR0661G499.1
GF10138	ATR1131G006.1
GF10139	ATR0705G013.1
GF10140	ATR0100G063.1
GF10141	ATR1120G065.1
GF10142	ATR0559G011.1
GF10143	ATR0602G061.1
GF10144	ATR0178G021.1
GF10145	ATR0739G026.1
GF10146	ATR0686G113.1
GF10147	ATR0068G034.1
GF10148	ATR1131G013.1
GF10149	ATR1147G054.1
GF10150	ATR0124G011.1
GF10151	ATR0721G055.1
GF10152	ATR0057G118.1
GF10153	ATR0763G192.1
GF10154	ATR0043G035.1
GF10155	ATR0048G011.1
GF10156	ATR0736G192.1
GF10157	ATR0624G075.1
GF10158	ATR0763G197.1
GF10159	ATR0081G031.1
GF10160	ATR0602G038.1
GF10161	ATR1125G027.1
GF10162	ATR0626G269.1
GF10163	ATR0827G130.1
GF10164	ATR0705G160.1
GF10165	ATR0794G023.1
GF10166	ATR1125G062.1
GF10167	ATR0743G075.1
GF10168	ATR0174G023.1
GF10169	ATR0757G014.1
GF10170	ATR1133G003.1
GF10171	ATR1159G087.1
GF10172	ATR0800G021.1
GF10173	ATR0697G089.1
GF10174	ATR0629G060.1
GF10175	ATR0177G042.1
GF10176	ATR0829G161.1
GF10177	ATR0820G223.1
GF10178	ATR0630G003.1
GF10179	ATR0763G190.1
GF10180	ATR0829G144.1
GF10181	ATR0665G261.1
GF10182	ATR0739G096.1
GF10183	ATR1127G180.1
GF10184	ATR0829G071.1
GF10185	ATR0706G074.1
GF10186	ATR0314G049.1
GF10187	ATR0739G052.1
GF10188	ATR0705G193.1
GF10189	ATR0752G149.1
GF10190	ATR0026G008.1
GF10191	ATR1134G092.1
GF10192	ATR0605G185.1
GF10193	ATR1152G100.1
GF10194	ATR1126G002.1
GF10195	ATR1098G083.1
GF10196	ATR1128G110.1
GF10197	ATR0580G352.1
GF10198	ATR0782G208.1
GF10199	ATR0739G186.1
GF10200	ATR0706G091.1
GF10201	ATR0003G014.1
GF10202	ATR0776G019.1
GF10203	ATR0487G020.1
GF10204	ATR0820G205.1
GF10205	ATR0564G337.1
GF10206	ATR0730G073.1
GF10207	ATR0634G001.1
GF10208	ATR0623G001.1
GF10209	ATR0804G003.1
GF10210	ATR0598G146.1
GF10211	ATR0629G112.1
GF10212	ATR1204G001.1
GF10213	ATR0772G203.1
GF10214	ATR0829G037.1
GF10215	ATR0716G019.1
GF10216	ATR1120G111.1
GF10217	ATR1136G051.1
GF10218	ATR1098G071.1
GF10219	ATR0757G143.1
GF10220	ATR0304G049.1
GF10221	ATR1091G009.1
GF10222	ATR0796G298.1
GF10223	ATR0307G044.1
GF10224	ATR0380G001.1
GF10225	ATR0743G111.1
GF10226	ATR0804G053.1
GF10227	ATR0789G055.1
GF10228	ATR0661G030.1
GF10229	ATR1120G108.1
GF10230	ATR0723G053.1
GF10231	ATR1101G012.1
GF10232	ATR0630G001.1
GF10233	ATR0829G039.1
GF10234	ATR0113G002.1
GF10235	ATR0584G160.1
GF10236	ATR0605G389.1
GF10237	ATR0950G003.1
GF10238	ATR0012G016.1
GF10239	ATR0751G147.1
GF10240	ATR0605G187.1
GF10241	ATR0598G208.1
GF10242	ATR0582G226.1
GF10243	ATR0807G095.1
GF10244	ATR0165G013.1
GF10245	ATR0188G016.1
GF10246	ATR0680G295.1
GF10247	ATR0614G001.1
GF10248	ATR0767G245.1
GF10249	ATR0118G019.1
GF10250	ATR0800G133.1
GF10251	ATR0815G049.1
GF10252	ATR0665G505.1
GF10253	ATR0124G040.1
GF10254	ATR0307G025.1
GF10255	ATR0661G441.1
GF10256	ATR0706G079.1
GF10257	ATR0665G176.1
GF10258	ATR0739G030.1
GF10259	ATR0752G052.1
GF10260	ATR0820G102.1
GF10261	ATR0598G067.1
GF10262	ATR0609G093.1
GF10263	ATR0829G012.1
GF10264	ATR0598G073.1
GF10265	ATR0794G098.1
GF10266	ATR0743G023.1
GF10267	ATR0733G119.1
GF10268	ATR0759G116.1
GF10269	ATR0691G191.1
GF10270	ATR1098G114.1
GF10271	ATR0582G008.1
GF10272	ATR0794G110.1
GF10273	ATR0810G127.1
GF10274	ATR0602G124.1
GF10275	ATR0915G002.1
GF10276	ATR0580G345.1
GF10277	ATR0097G019.1
GF10278	ATR0205G020.1
GF10279	ATR0064G076.1
GF10280	ATR1120G202.1
GF10281	ATR0829G091.1
GF10282	ATR0763G116.1
GF10283	ATR0705G088.1
GF10284	ATR0048G057.1
